date,trade_code,high,low,open,close,volume
06-08-20,DBH1STMF,6.9,6.9,6.9,6.9,"22,930"
05-08-20,DBH1STMF,6.9,6.9,6.9,6.9,"57,000"
04-08-20,DBH1STMF,6.9,6.9,6.9,6.9,"12,000"
03-08-20,DBH1STMF,0,0,0,6.9,0
30-07-20,DBH1STMF,0,0,0,6.9,0
29-07-20,DBH1STMF,6.9,6.9,6.9,6.9,2
28-07-20,DBH1STMF,6.9,6.9,6.9,6.9,"7,122"
27-07-20,DBH1STMF,0,0,0,6.9,0
26-07-20,DBH1STMF,6.9,6.9,6.9,6.9,62
23-07-20,DBH1STMF,6.9,6.9,6.9,6.9,"10,055"
22-07-20,DBH1STMF,6.9,6.9,6.9,6.9,958
21-07-20,DBH1STMF,6.9,6.9,6.9,6.9,25
20-07-20,DBH1STMF,0,0,0,6.9,0
19-07-20,DBH1STMF,6.9,6.9,6.9,6.9,"1,000"
16-07-20,DBH1STMF,0,0,0,6.9,0
15-07-20,DBH1STMF,6.9,6.9,6.9,6.9,100
14-07-20,DBH1STMF,6.9,6.9,6.9,6.9,"69,023"
13-07-20,DBH1STMF,6.9,6.9,6.9,6.9,7
12-07-20,DBH1STMF,6.9,6.9,6.9,6.9,328
09-07-20,DBH1STMF,6.9,6.9,6.9,6.9,25
08-07-20,DBH1STMF,6.9,6.9,6.9,6.9,"6,125"
07-07-20,DBH1STMF,0,0,0,6.9,0
06-07-20,DBH1STMF,6.9,6.9,6.9,6.9,45
05-07-20,DBH1STMF,0,0,0,6.9,0
02-07-20,DBH1STMF,6.9,6.9,6.9,6.9,220
10-08-20,DEBARACEM,0,0,0,"1,865",0
09-08-20,DEBARACEM,0,0,0,"1,865",0
06-08-20,DEBARACEM,0,0,0,"1,865",0
05-08-20,DEBARACEM,0,0,0,"1,865",0
04-08-20,DEBARACEM,0,0,0,"1,865",0
03-08-20,DEBARACEM,0,0,0,"1,865",0
30-07-20,DEBARACEM,0,0,0,"1,865",0
29-07-20,DEBARACEM,0,0,0,"1,865",0
28-07-20,DEBARACEM,0,0,0,"1,865",0
27-07-20,DEBARACEM,0,0,0,"1,865",0
26-07-20,DEBARACEM,0,0,0,"1,865",0
23-07-20,DEBARACEM,0,0,0,"1,865",0
22-07-20,DEBARACEM,0,0,0,"1,865",0
21-07-20,DEBARACEM,0,0,0,"1,865",0
20-07-20,DEBARACEM,0,0,0,"1,865",0
19-07-20,DEBARACEM,0,0,0,"1,865",0
16-07-20,DEBARACEM,0,0,0,"1,865",0
15-07-20,DEBARACEM,0,0,0,"1,865",0
14-07-20,DEBARACEM,0,0,0,"1,865",0
13-07-20,DEBARACEM,0,0,0,"1,865",0
12-07-20,DEBARACEM,0,0,0,"1,865",0
09-07-20,DEBARACEM,0,0,0,"1,865",0
08-07-20,DEBARACEM,0,0,0,"1,865",0
07-07-20,DEBARACEM,0,0,0,"1,865",0
06-07-20,DEBARACEM,0,0,0,"1,865",0
05-07-20,DEBARACEM,0,0,0,"1,865",0
02-07-20,DEBARACEM,0,0,0,"1,865",0
10-08-20,DEBBDLUGG,0,0,0,784,0
09-08-20,DEBBDLUGG,0,0,0,784,0
06-08-20,DEBBDLUGG,0,0,0,784,0
05-08-20,DEBBDLUGG,0,0,0,784,0
04-08-20,DEBBDLUGG,0,0,0,784,0
03-08-20,DEBBDLUGG,0,0,0,784,0
30-07-20,DEBBDLUGG,0,0,0,784,0
29-07-20,DEBBDLUGG,0,0,0,784,0
28-07-20,DEBBDLUGG,0,0,0,784,0
27-07-20,DEBBDLUGG,0,0,0,784,0
26-07-20,DEBBDLUGG,0,0,0,784,0
23-07-20,DEBBDLUGG,0,0,0,784,0
22-07-20,DEBBDLUGG,0,0,0,784,0
21-07-20,DEBBDLUGG,0,0,0,784,0
20-07-20,DEBBDLUGG,0,0,0,784,0
19-07-20,DEBBDLUGG,0,0,0,784,0
16-07-20,DEBBDLUGG,0,0,0,784,0
15-07-20,DEBBDLUGG,0,0,0,784,0
14-07-20,DEBBDLUGG,0,0,0,784,0
13-07-20,DEBBDLUGG,0,0,0,784,0
12-07-20,DEBBDLUGG,0,0,0,784,0
09-07-20,DEBBDLUGG,0,0,0,784,0
08-07-20,DEBBDLUGG,0,0,0,784,0
07-07-20,DEBBDLUGG,0,0,0,784,0
06-07-20,DEBBDLUGG,0,0,0,784,0
05-07-20,DEBBDLUGG,0,0,0,784,0
02-07-20,DEBBDLUGG,0,0,0,784,0
10-08-20,DEBBDWELD,0,0,0,"1,418.50",0
09-08-20,DEBBDWELD,0,0,0,"1,418.50",0
06-08-20,DEBBDWELD,0,0,0,"1,418.50",0
05-08-20,DEBBDWELD,0,0,0,"1,418.50",0
04-08-20,DEBBDWELD,0,0,0,"1,418.50",0
03-08-20,DEBBDWELD,0,0,0,"1,418.50",0
30-07-20,DEBBDWELD,0,0,0,"1,418.50",0
29-07-20,DEBBDWELD,0,0,0,"1,418.50",0
28-07-20,DEBBDWELD,0,0,0,"1,418.50",0
27-07-20,DEBBDWELD,0,0,0,"1,418.50",0
26-07-20,DEBBDWELD,0,0,0,"1,418.50",0
23-07-20,DEBBDWELD,0,0,0,"1,418.50",0
22-07-20,DEBBDWELD,0,0,0,"1,418.50",0
21-07-20,DEBBDWELD,0,0,0,"1,418.50",0
20-07-20,DEBBDWELD,0,0,0,"1,418.50",0
19-07-20,DEBBDWELD,0,0,0,"1,418.50",0
16-07-20,DEBBDWELD,0,0,0,"1,418.50",0
15-07-20,DEBBDWELD,0,0,0,"1,418.50",0
14-07-20,DEBBDWELD,0,0,0,"1,418.50",0
13-07-20,DEBBDWELD,0,0,0,"1,418.50",0
12-07-20,DEBBDWELD,0,0,0,"1,418.50",0
09-07-20,DEBBDWELD,0,0,0,"1,418.50",0
08-07-20,DEBBDWELD,0,0,0,"1,418.50",0
07-07-20,DEBBDWELD,0,0,0,"1,418.50",0
06-07-20,DEBBDWELD,0,0,0,"1,418.50",0
05-07-20,DEBBDWELD,0,0,0,"1,418.50",0
02-07-20,DEBBDWELD,0,0,0,"1,418.50",0
10-08-20,DEBBDZIPP,0,0,0,700,0
09-08-20,DEBBDZIPP,0,0,0,700,0
06-08-20,DEBBDZIPP,0,0,0,700,0
05-08-20,DEBBDZIPP,0,0,0,700,0
04-08-20,DEBBDZIPP,0,0,0,700,0
03-08-20,DEBBDZIPP,0,0,0,700,0
30-07-20,DEBBDZIPP,0,0,0,700,0
29-07-20,DEBBDZIPP,0,0,0,700,0
28-07-20,DEBBDZIPP,0,0,0,700,0
27-07-20,DEBBDZIPP,0,0,0,700,0
26-07-20,DEBBDZIPP,0,0,0,700,0
23-07-20,DEBBDZIPP,0,0,0,700,0
22-07-20,DEBBDZIPP,0,0,0,700,0
21-07-20,DEBBDZIPP,0,0,0,700,0
20-07-20,DEBBDZIPP,0,0,0,700,0
19-07-20,DEBBDZIPP,0,0,0,700,0
16-07-20,DEBBDZIPP,0,0,0,700,0
15-07-20,DEBBDZIPP,0,0,0,700,0
14-07-20,DEBBDZIPP,0,0,0,700,0
13-07-20,DEBBDZIPP,0,0,0,700,0
12-07-20,DEBBDZIPP,0,0,0,700,0
09-07-20,DEBBDZIPP,0,0,0,700,0
08-07-20,DEBBDZIPP,0,0,0,700,0
07-07-20,DEBBDZIPP,0,0,0,700,0
06-07-20,DEBBDZIPP,0,0,0,700,0
05-07-20,DEBBDZIPP,0,0,0,700,0
02-07-20,DEBBDZIPP,0,0,0,700,0
10-08-20,DEBBXDENIM,0,0,0,"1,450",0
09-08-20,DEBBXDENIM,0,0,0,"1,450",0
06-08-20,DEBBXDENIM,0,0,0,"1,450",0
05-08-20,DEBBXDENIM,0,0,0,"1,450",0
04-08-20,DEBBXDENIM,0,0,0,"1,450",0
03-08-20,DEBBXDENIM,0,0,0,"1,450",0
30-07-20,DEBBXDENIM,0,0,0,"1,450",0
29-07-20,DEBBXDENIM,0,0,0,"1,450",0
28-07-20,DEBBXDENIM,0,0,0,"1,450",0
27-07-20,DEBBXDENIM,0,0,0,"1,450",0
26-07-20,DEBBXDENIM,0,0,0,"1,450",0
23-07-20,DEBBXDENIM,0,0,0,"1,450",0
22-07-20,DEBBXDENIM,0,0,0,"1,450",0
21-07-20,DEBBXDENIM,0,0,0,"1,450",0
20-07-20,DEBBXDENIM,0,0,0,"1,450",0
19-07-20,DEBBXDENIM,0,0,0,"1,450",0
16-07-20,DEBBXDENIM,0,0,0,"1,450",0
15-07-20,DEBBXDENIM,0,0,0,"1,450",0
14-07-20,DEBBXDENIM,0,0,0,"1,450",0
13-07-20,DEBBXDENIM,0,0,0,"1,450",0
12-07-20,DEBBXDENIM,0,0,0,"1,450",0
09-07-20,DEBBXDENIM,0,0,0,"1,450",0
08-07-20,DEBBXDENIM,0,0,0,"1,450",0
07-07-20,DEBBXDENIM,0,0,0,"1,450",0
06-07-20,DEBBXDENIM,0,0,0,"1,450",0
05-07-20,DEBBXDENIM,0,0,0,"1,450",0
02-07-20,DEBBXDENIM,0,0,0,"1,450",0
10-08-20,DEBBXFISH,0,0,0,835,0
09-08-20,DEBBXFISH,0,0,0,835,0
06-08-20,DEBBXFISH,0,0,0,835,0
05-08-20,DEBBXFISH,0,0,0,835,0
04-08-20,DEBBXFISH,0,0,0,835,0
03-08-20,DEBBXFISH,0,0,0,835,0
30-07-20,DEBBXFISH,0,0,0,835,0
29-07-20,DEBBXFISH,0,0,0,835,0
28-07-20,DEBBXFISH,0,0,0,835,0
27-07-20,DEBBXFISH,0,0,0,835,0
26-07-20,DEBBXFISH,0,0,0,835,0
23-07-20,DEBBXFISH,0,0,0,835,0
22-07-20,DEBBXFISH,0,0,0,835,0
21-07-20,DEBBXFISH,0,0,0,835,0
20-07-20,DEBBXFISH,0,0,0,835,0
19-07-20,DEBBXFISH,0,0,0,835,0
16-07-20,DEBBXFISH,0,0,0,835,0
15-07-20,DEBBXFISH,0,0,0,835,0
14-07-20,DEBBXFISH,0,0,0,835,0
13-07-20,DEBBXFISH,0,0,0,835,0
12-07-20,DEBBXFISH,0,0,0,835,0
09-07-20,DEBBXFISH,0,0,0,835,0
08-07-20,DEBBXFISH,0,0,0,835,0
07-07-20,DEBBXFISH,0,0,0,835,0
06-07-20,DEBBXFISH,0,0,0,835,0
05-07-20,DEBBXFISH,0,0,0,835,0
02-07-20,DEBBXFISH,0,0,0,835,0
10-08-20,DEBBXKNI,0,0,0,900,0
09-08-20,DEBBXKNI,0,0,0,900,0
06-08-20,DEBBXKNI,0,0,0,900,0
05-08-20,DEBBXKNI,0,0,0,900,0
04-08-20,DEBBXKNI,0,0,0,900,0
03-08-20,DEBBXKNI,0,0,0,900,0
30-07-20,DEBBXKNI,0,0,0,900,0
29-07-20,DEBBXKNI,0,0,0,900,0
28-07-20,DEBBXKNI,0,0,0,900,0
27-07-20,DEBBXKNI,0,0,0,900,0
26-07-20,DEBBXKNI,0,0,0,900,0
23-07-20,DEBBXKNI,0,0,0,900,0
22-07-20,DEBBXKNI,0,0,0,900,0
21-07-20,DEBBXKNI,0,0,0,900,0
20-07-20,DEBBXKNI,0,0,0,900,0
19-07-20,DEBBXKNI,0,0,0,900,0
16-07-20,DEBBXKNI,0,0,0,900,0
15-07-20,DEBBXKNI,0,0,0,900,0
14-07-20,DEBBXKNI,0,0,0,900,0
13-07-20,DEBBXKNI,0,0,0,900,0
12-07-20,DEBBXKNI,0,0,0,900,0
09-07-20,DEBBXKNI,0,0,0,900,0
08-07-20,DEBBXKNI,0,0,0,900,0
07-07-20,DEBBXKNI,0,0,0,900,0
06-07-20,DEBBXKNI,0,0,0,900,0
05-07-20,DEBBXKNI,0,0,0,900,0
02-07-20,DEBBXKNI,0,0,0,900,0
10-08-20,DEBBXTEX,0,0,0,"1,300",0
09-08-20,DEBBXTEX,0,0,0,"1,300",0
06-08-20,DEBBXTEX,0,0,0,"1,300",0
05-08-20,DEBBXTEX,0,0,0,"1,300",0
04-08-20,DEBBXTEX,0,0,0,"1,300",0
03-08-20,DEBBXTEX,0,0,0,"1,300",0
30-07-20,DEBBXTEX,0,0,0,"1,300",0
29-07-20,DEBBXTEX,0,0,0,"1,300",0
28-07-20,DEBBXTEX,0,0,0,"1,300",0
27-07-20,DEBBXTEX,0,0,0,"1,300",0
26-07-20,DEBBXTEX,0,0,0,"1,300",0
23-07-20,DEBBXTEX,0,0,0,"1,300",0
22-07-20,DEBBXTEX,0,0,0,"1,300",0
21-07-20,DEBBXTEX,0,0,0,"1,300",0
20-07-20,DEBBXTEX,0,0,0,"1,300",0
19-07-20,DEBBXTEX,0,0,0,"1,300",0
16-07-20,DEBBXTEX,0,0,0,"1,300",0
15-07-20,DEBBXTEX,0,0,0,"1,300",0
14-07-20,DEBBXTEX,0,0,0,"1,300",0
13-07-20,DEBBXTEX,0,0,0,"1,300",0
12-07-20,DEBBXTEX,0,0,0,"1,300",0
09-07-20,DEBBXTEX,0,0,0,"1,300",0
08-07-20,DEBBXTEX,0,0,0,"1,300",0
07-07-20,DEBBXTEX,0,0,0,"1,300",0
06-07-20,DEBBXTEX,0,0,0,"1,300",0
05-07-20,DEBBXTEX,0,0,0,"1,300",0
02-07-20,DEBBXTEX,0,0,0,"1,300",0
10-08-20,DELTALIFE,73.6,70,73.1,70.8,"237,487"
09-08-20,DELTALIFE,74.1,72.3,73.2,73.4,"175,877"
06-08-20,DELTALIFE,76.2,71.8,71.9,73.2,"360,576"
05-08-20,DELTALIFE,71.8,66,66.1,71.2,"280,925"
04-08-20,DELTALIFE,69.2,66.2,66.2,67.8,"167,238"
03-08-20,DELTALIFE,71.7,66,69.8,68.1,"181,931"
30-07-20,DELTALIFE,72,68.4,72,71.4,"257,909"
29-07-20,DELTALIFE,72.3,67,67.5,71.6,"446,159"
28-07-20,DELTALIFE,67.5,61.4,61.4,66.4,"491,755"
27-07-20,DELTALIFE,61.9,58.5,59.5,61.4,"126,478"
26-07-20,DELTALIFE,59.7,58,59.7,59.1,"82,052"
23-07-20,DELTALIFE,58.8,58,58.5,58,"81,857"
22-07-20,DELTALIFE,60.3,58.3,60,58.5,"79,257"
21-07-20,DELTALIFE,60.3,58.6,59.6,59.9,"81,220"
20-07-20,DELTALIFE,59.8,58,58,58.4,"160,699"
19-07-20,DELTALIFE,58.4,58,58,58,"37,674"
16-07-20,DELTALIFE,58,58,58,58,"12,088"
15-07-20,DELTALIFE,58,58,58,58,"6,445"
14-07-20,DELTALIFE,58,58,58,58,"5,050"
13-07-20,DELTALIFE,58.3,58,58.1,58,"34,187"
12-07-20,DELTALIFE,59.3,58,59.2,58,"70,794"
09-07-20,DELTALIFE,60,59,59.9,59.4,"17,979"
08-07-20,DELTALIFE,58.9,58,58,58.2,"188,920"
07-07-20,DELTALIFE,58,58,58,58,"19,471"
06-07-20,DELTALIFE,58,58,58,58,"9,309"
05-07-20,DELTALIFE,0,0,0,58,0
02-07-20,DELTALIFE,58,58,58,58,315
10-08-20,DELTASPINN,5,4.7,4.9,4.9,"360,952"
09-08-20,DELTASPINN,4.9,4.7,4.7,4.8,"917,792"
06-08-20,DELTASPINN,4.5,4.2,4.2,4.5,"376,863"
05-08-20,DELTASPINN,4.2,3.9,4,4.1,"211,158"
04-08-20,DELTASPINN,4.1,3.9,4,4,"247,637"
03-08-20,DELTASPINN,4.1,3.7,3.9,4,"326,273"
30-07-20,DELTASPINN,3.9,3.6,3.7,3.8,"305,675"
29-07-20,DELTASPINN,3.8,3.5,3.5,3.7,"321,472"
28-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"123,792"
27-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"40,704"
26-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"10,339"
23-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"50,931"
22-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"43,052"
21-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"85,063"
20-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"137,204"
19-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"40,297"
16-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"398,694"
15-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"147,863"
14-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"298,066"
13-07-20,DELTASPINN,3.6,3.5,3.6,3.5,"179,876"
12-07-20,DELTASPINN,3.6,3.5,3.6,3.6,"101,066"
09-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"131,374"
08-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"61,587"
07-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"46,208"
06-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"40,486"
05-07-20,DELTASPINN,3.6,3.5,3.5,3.5,"102,033"
02-07-20,DELTASPINN,3.7,3.5,3.6,3.5,"33,975"
10-08-20,DESCO,38.1,36.8,38.1,37.2,"610,876"
09-08-20,DESCO,38.3,37.2,37.5,38,"406,452"
06-08-20,DESCO,38,34.8,35.2,37.1,"951,688"
05-08-20,DESCO,35.3,34.9,35.1,35,"81,247"
04-08-20,DESCO,35.2,34.8,34.9,35.1,"82,087"
03-08-20,DESCO,35.4,34.8,34.8,34.9,"205,237"
30-07-20,DESCO,35.5,34.8,34.8,34.8,"116,648"
29-07-20,DESCO,34.8,34.8,34.8,34.8,"154,477"
28-07-20,DESCO,35,34.8,34.8,34.8,"229,424"
27-07-20,DESCO,34.8,34.8,34.8,34.8,"65,305"
26-07-20,DESCO,35,34.8,34.8,34.8,"68,399"
23-07-20,DESCO,35.8,34.8,34.8,34.8,"86,341"
22-07-20,DESCO,34.8,34.8,34.8,34.8,"1,114"
21-07-20,DESCO,34.8,34.8,34.8,34.8,"1,061"
20-07-20,DESCO,34.8,34.8,34.8,34.8,"1,750"
19-07-20,DESCO,34.8,34.8,34.8,34.8,"1,399"
16-07-20,DESCO,34.8,34.8,34.8,34.8,"2,268"
15-07-20,DESCO,34.8,34.8,34.8,34.8,"4,405"
14-07-20,DESCO,35,34.8,34.8,34.8,"10,570"
13-07-20,DESCO,35.3,34.8,35.3,34.8,"84,963"
12-07-20,DESCO,35.7,34.8,34.8,35.3,"36,063"
09-07-20,DESCO,34.8,34.8,34.8,34.8,"95,691"
08-07-20,DESCO,35.3,34.8,34.8,34.8,"67,095"
07-07-20,DESCO,35.4,34.8,34.9,34.8,"26,650"
06-07-20,DESCO,35.6,34.8,34.8,34.9,"88,492"
05-07-20,DESCO,34.8,34.8,34.8,34.8,110
02-07-20,DESCO,34.8,34.8,34.8,34.8,510
10-08-20,DESHBANDHU,11.2,10.8,11,10.9,"1,553,048"
09-08-20,DESHBANDHU,11,10.8,10.8,10.9,"1,547,509"
06-08-20,DESHBANDHU,10.7,10.4,10.4,10.7,"1,119,241"
05-08-20,DESHBANDHU,10.6,10.4,10.4,10.4,"694,825"
04-08-20,DESHBANDHU,10.5,10.4,10.4,10.4,"972,445"
03-08-20,DESHBANDHU,10.7,10.4,10.6,10.5,"788,633"
30-07-20,DESHBANDHU,10.6,10.4,10.4,10.4,"1,482,969"
29-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"77,980"
28-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"67,174"
27-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"412,744"
26-07-20,DESHBANDHU,10.7,10.4,10.5,10.4,"1,229,131"
23-07-20,DESHBANDHU,10.6,10.4,10.4,10.5,"1,559,187"
22-07-20,DESHBANDHU,10.7,10.4,10.4,10.4,"2,474,650"
21-07-20,DESHBANDHU,0,0,0,10.4,0
20-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,600
19-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"1,100"
16-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,156
15-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"4,140"
14-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"18,596"
13-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"22,937"
12-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"36,902"
09-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"29,011"
08-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"1,500"
07-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,21
06-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,100
05-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"1,011"
02-07-20,DESHBANDHU,10.4,10.4,10.4,10.4,"1,000"
10-08-20,DHAKABANK,12.2,11.4,12,11.5,"1,088,601"
09-08-20,DHAKABANK,12,11.1,11.1,11.8,"1,356,140"
06-08-20,DHAKABANK,11.1,11,11.1,11,"662,481"
05-08-20,DHAKABANK,11.3,10.9,10.9,11.1,"387,027"
04-08-20,DHAKABANK,11,10.9,11,10.9,"590,208"
03-08-20,DHAKABANK,11.1,10.9,11,11,"478,107"
30-07-20,DHAKABANK,11.2,10.9,11,11.1,"548,489"
29-07-20,DHAKABANK,11.2,10.9,11,11,"310,103"
28-07-20,DHAKABANK,11.3,11,11,11.1,"303,536"
27-07-20,DHAKABANK,11.4,11.1,11.1,11.2,"639,446"
26-07-20,DHAKABANK,11.3,11,11.1,11.2,"378,596"
23-07-20,DHAKABANK,11.1,10.9,10.9,11,"788,210"
22-07-20,DHAKABANK,11.1,10.8,10.8,10.9,"795,353"
21-07-20,DHAKABANK,10.8,10.6,10.6,10.8,"347,590"
20-07-20,DHAKABANK,10.7,10.4,10.5,10.7,"311,073"
19-07-20,DHAKABANK,10.6,10.2,10.2,10.5,"431,534"
16-07-20,DHAKABANK,10.5,10.1,10.1,10.4,"283,712"
15-07-20,DHAKABANK,10.5,10.3,10.5,10.5,"947,515"
14-07-20,DHAKABANK,0,0,0,11.4,0
13-07-20,DHAKABANK,11.5,11,11,11.4,"2,014,811"
12-07-20,DHAKABANK,11.1,10.8,11.1,11.1,"1,203,418"
09-07-20,DHAKABANK,11.6,10.9,11.2,11,"2,237,369"
08-07-20,DHAKABANK,11.3,10.5,10.5,11.2,"1,756,624"
07-07-20,DHAKABANK,10.5,10.3,10.4,10.5,"1,019,402"
06-07-20,DHAKABANK,10.4,9.9,9.9,10.3,"563,162"
05-07-20,DHAKABANK,10.1,9.9,9.9,9.9,"326,399"
02-07-20,DHAKABANK,10.1,9.9,10.1,9.9,"98,133"
10-08-20,DHAKAINS,43.8,40.1,43,41.1,"488,989"
09-08-20,DHAKAINS,44.5,41.5,43.4,41.9,"1,012,397"
06-08-20,DHAKAINS,48.8,42.8,48,43.2,"1,170,663"
05-08-20,DHAKAINS,49.8,45.8,46.9,47.5,"1,748,060"
04-08-20,DHAKAINS,47.4,43.6,44.5,46.5,"1,098,180"
03-08-20,DHAKAINS,47.7,43.2,43.9,44.9,"1,175,152"
30-07-20,DHAKAINS,46.8,42.7,44.6,43.5,"1,480,115"
29-07-20,DHAKAINS,45.4,39.9,41.2,44.4,"2,120,821"
28-07-20,DHAKAINS,42.4,39.6,39.6,41.8,"1,032,809"
27-07-20,DHAKAINS,39.6,36.7,36.7,39.6,"1,762,206"
26-07-20,DHAKAINS,36.4,35.1,35.8,36,"593,270"
23-07-20,DHAKAINS,37.1,34,34.5,35.5,"828,277"
22-07-20,DHAKAINS,36,33.3,35.5,34,"508,836"
21-07-20,DHAKAINS,34.2,32.5,32.8,34.2,"923,800"
20-07-20,DHAKAINS,31.1,28,28.1,31.1,"453,053"
19-07-20,DHAKAINS,28.4,27.2,27.2,28.3,"184,315"
16-07-20,DHAKAINS,27.5,26.3,27.2,27.3,"170,195"
15-07-20,DHAKAINS,27.6,26.4,26.4,27,"161,681"
14-07-20,DHAKAINS,26.6,25.5,25.8,26.4,"125,505"
13-07-20,DHAKAINS,26.1,25.3,26.1,25.5,"34,565"
12-07-20,DHAKAINS,26.2,25.1,25.5,25.3,"52,232"
09-07-20,DHAKAINS,26.8,25.5,26.1,26.1,"89,669"
08-07-20,DHAKAINS,26.4,24.6,24.7,26.2,"266,356"
07-07-20,DHAKAINS,25.4,24.2,25.4,24.4,"65,593"
06-07-20,DHAKAINS,26,25,26,25.3,"50,032"
05-07-20,DHAKAINS,26.3,24,24,24.8,"186,963"
02-07-20,DHAKAINS,24,24,24,24,500
10-08-20,DOREENPWR,64.5,62.2,64.5,62.5,"380,456"
09-08-20,DOREENPWR,65,63.5,64,64,"456,983"
06-08-20,DOREENPWR,64.7,61.5,61.5,63.3,"244,502"
05-08-20,DOREENPWR,64.9,61.7,64.6,62.4,"309,438"
04-08-20,DOREENPWR,65.1,63.5,65,64.6,"188,835"
03-08-20,DOREENPWR,66,62.7,62.7,65,"571,744"
30-07-20,DOREENPWR,62.6,60.5,61.1,62,"231,894"
29-07-20,DOREENPWR,61.3,59.5,61,61.1,"176,587"
28-07-20,DOREENPWR,61.8,58.2,58.2,61.5,"325,968"
27-07-20,DOREENPWR,58.7,57.4,57.5,58.4,"215,547"
26-07-20,DOREENPWR,57.9,57.1,57.8,57.4,"81,746"
23-07-20,DOREENPWR,58,57.1,57.1,57.8,"116,256"
22-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"46,056"
21-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"6,011"
20-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,926"
20-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,926"
20-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,926"
19-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,630"
16-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"2,597"
15-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"19,843"
14-07-20,DOREENPWR,57.3,57.1,57.3,57.1,"14,616"
13-07-20,DOREENPWR,58.3,57.1,57.7,57.1,"149,770"
12-07-20,DOREENPWR,58.6,57.1,57.1,57.5,"387,153"
09-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"4,945"
08-07-20,DOREENPWR,57.1,57.1,57.1,57.1,600
07-07-20,DOREENPWR,57.1,57.1,57.1,57.1,215
06-07-20,DOREENPWR,57.1,57.1,57.1,57.1,1
05-07-20,DOREENPWR,0,0,0,57.1,0
02-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,119"
02-07-20,DOREENPWR,57.1,57.1,57.1,57.1,"1,119"
10-08-20,DSHGARME,135.9,121,126.8,135.9,"74,363"
09-08-20,DSHGARME,123.7,115,115.9,123.6,"76,190"
06-08-20,DSHGARME,114,108,108,112.5,"21,697"
05-08-20,DSHGARME,112.5,108.2,112.5,109,"24,731"
04-08-20,DSHGARME,113.8,108.2,109.6,111.7,"27,736"
03-08-20,DSHGARME,115.7,109,115.7,109.4,"47,737"
30-07-20,DSHGARME,113.6,108,109,111.2,"38,315"
29-07-20,DSHGARME,109.9,105.3,105.3,109,"9,887"
28-07-20,DSHGARME,108.4,105.1,105.1,107.1,"10,649"
27-07-20,DSHGARME,108.9,106.5,107.5,106.6,"8,780"
26-07-20,DSHGARME,109,104.7,108.9,108.6,"11,653"
23-07-20,DSHGARME,110,104.5,105,107.6,"34,475"
22-07-20,DSHGARME,105,102.8,102.9,104.1,"10,597"
21-07-20,DSHGARME,103.7,102.7,102.7,102.8,"4,906"
20-07-20,DSHGARME,102.7,102.7,102.7,102.7,"1,189"
19-07-20,DSHGARME,103.6,102.7,102.7,102.7,"1,155"
16-07-20,DSHGARME,103.5,102.7,103.5,102.7,"9,624"
15-07-20,DSHGARME,103.5,102.7,102.7,102.8,"7,800"
14-07-20,DSHGARME,104.3,103.1,103.3,103.3,"3,628"
13-07-20,DSHGARME,106.6,103.4,103.7,104,"7,499"
12-07-20,DSHGARME,105.7,102.8,104,105.2,"8,738"
09-07-20,DSHGARME,104.5,103.2,103.7,104.3,"6,627"
